马太福音1:1	　亚伯拉罕的后裔，大卫的子孙，耶稣基督的家谱：
约翰福音8:22	　犹太人说：他说我所去的地方，你们不能到。难道他要自尽吗？
约翰福音8:23	　耶稣对他们说：你们是从下头来的，我是从上头来的；你们是属这世界的，我不是属这世界的。
约翰福音8:24	　所以我对你们说，你们要死在罪中。你们若不信我是基督，必要死在罪中。
约翰福音8:25	　他们就问他说：你是谁？耶稣对他们说：就是我从起初所告诉你们的。
约翰福音8:26	　我有许多事讲论你们，判断你们；但那差我来的是真的，我在他那里所听见的，我就传给世人。
约翰福音8:27	　他们不明白耶稣是指着父说的。
约翰福音8:28	　所以耶稣说：你们举起人子以后，必知道我是基督，并且知道我没有一件事是凭着自己做的。我说这些话乃是照着父所教导我的。
约翰福音8:29	　那差我来的是与我同在，他没有撇下我独自在这里，因为我常做他所喜悦的事。
约翰福音8:30	　耶稣说这话的时候，就有许多人信他。
约翰福音8:31	　耶稣对信他的犹太人说：你们若常常遵守我的道，就真是我的门徒。
约翰福音8:32	　你们必晓得真理，真理必叫你们得以自由。
约翰福音8:33	　他们回答说：我们是亚伯拉罕的后裔，从来没有作过谁的奴仆。你怎么说你们必得以自由呢？
约翰福音8:34	　耶稣回答说：我实实在在地告诉你们，所有犯罪的就是罪的奴仆。
约翰福音8:35	　奴仆不能永远住在家里；儿子是永远住在家里。
约翰福音8:36	　所以天父的儿子若叫你们自由，你们就真自由了。
约翰福音8:37	　我知道你们是亚伯拉罕的子孙，你们却想要杀我，因为你们心里容不下我的道。
约翰福音8:38	　我所说的是在我父那里看见的；你们所行的是在你们的父那里听见的。
约翰福音8:39	　他们说：我们的父就是亚伯拉罕。耶稣说：你们若是亚伯拉罕的儿子，就必行亚伯拉罕所行的事。
约翰福音8:40	　我将在神那里所听见的真理告诉了你们，现在你们却想要杀我；这不是亚伯拉罕所行的事，
约翰福音8:41	　你们是行你们父所行的事。他们说：我们不是从淫乱生的；我们只有一位父，就是神。
约翰福音8:42	　耶稣说：倘若神是你们的父，你们就必爱我；因为我本是出于神，也是从神而来，并不是由着自己来，乃是他差我来。
约翰福音8:43	　你们为什么不明白我的话呢？无非是因你们不能听我的道。
约翰福音8:44	　你们是出于你们的父魔鬼，你们父的私欲你们偏要行。他从起初是杀人的，不守真理，因他心里没有真理。他说谎是出于自己；因他本来是说谎的，也是说谎之人的父。
约翰福音8:45	　我将真理告诉你们，你们就因此不信我。
约翰福音8:46	　你们中间谁能指证我有罪呢？我既然将真理告诉你们，为什么不信我呢？
约翰福音8:47	　出于神的，必听神的话；你们不听，因为你们不是出于神。
约翰福音8:48	　犹太人回答说：我们说你是撒马利亚人，并且是鬼附着的，这话岂不正对吗？
约翰福音8:49	　耶稣说：我不是鬼附着的；我尊敬我的父，你们倒轻慢我。
约翰福音8:50	　我不求自己的荣耀，有一位为我求荣耀、定是非的。
约翰福音8:51	　我实实在在地告诉你们，人若遵守我的道，就永远不见死。
约翰福音8:52	　犹太人对他说：现在我们知道你是鬼附着的。亚伯拉罕死了，众先知也死了，你还说：人若遵守我的道，就永远不尝死味。
约翰福音8:53	　难道你比我们的祖宗亚伯拉罕还大吗？他死了，众先知也死了，你将自己当作什么人呢？
约翰福音8:54	　耶稣回答说：我若荣耀自己，我的荣耀就算不得什么；荣耀我的乃是我的父，就是你们所说是你们的神。
约翰福音8:55	　你们未曾认识他，我却认识他。我若说不认识他，我就是说谎的，像你们一样；但我认识他，也遵守他的道。
约翰福音8:56	　你们的祖宗亚伯拉罕欢欢喜喜地仰望我的日子，既看见了，就快乐。
约翰福音8:57	　犹太人说：你还没有五十岁，岂见过亚伯拉罕呢？
约翰福音8:58	　耶稣说：我实实在在地告诉你们，还没有亚伯拉罕就有了我。
约翰福音8:59	　于是他们拿石头要打他；耶稣却躲藏，从殿里出去了。
约翰福音9:1	　耶稣过去的时候，看见一个人生来是瞎眼的。
约翰福音9:2	　门徒问耶稣说：拉比，这人生来是瞎眼的，是谁犯了罪？是这人呢？是他父母呢？
约翰福音9:3	　耶稣回答说：也不是这人犯了罪，也不是他父母犯了罪，是要在他身上显出神的作为来。
约翰福音9:4	　趁着白日，我们必须做那差我来者的工；黑夜将到，就没有人能做工了。
约翰福音9:5	　我在世上的时候，是世上的光。
约翰福音9:6	　耶稣说了这话，就吐唾沫在地上，用唾沫和泥抹在瞎子的眼睛上，
约翰福音9:7	　对他说：你往西罗亚池子里去洗（西罗亚翻出来就是奉差遣）。他去一洗，回头就看见了。
约翰福音9:8	　他的邻舍和那素常见他是讨饭的，就说：这不是那从前坐着讨饭的人吗？
约翰福音9:9	　有人说：是他。又有人说：不是，却是像他。他自己说：是我。
约翰福音9:10	　他们对他说：你的眼睛是怎么开的呢？
约翰福音9:11	　他回答说：有一个人，名叫耶稣，他和泥抹我的眼睛，对我说：你往西罗亚池子去洗。我去一洗，就看见了。
约翰福音9:12	　他们说：那个人在哪里？他说：我不知道。
约翰福音9:13	　他们把从前瞎眼的人带到法利赛人那里。
约翰福音9:14	　耶稣和泥开他眼睛的日子是安息日。
约翰福音9:15	　法利赛人也问他是怎么得看见的。瞎子对他们说：他把泥抹在我的眼睛上，我去一洗，就看见了。
约翰福音9:16	　法利赛人中有的说：这个人不是从神来的，因为他不守安息日。又有人说：一个罪人怎能行这样的神迹呢？他们就起了纷争。
约翰福音9:17	　他们又对瞎子说：他既然开了你的眼睛，你说他是怎样的人呢？他说：是个先知。
约翰福音9:18	　犹太人不信他从前是瞎眼，后来能看见的，等到叫了他的父母来，
约翰福音9:19	　问他们说：这是你们的儿子吗？你们说他生来是瞎眼的，如今怎么能看见了呢？
约翰福音9:20	　他父母回答说：他是我们的儿子，生来就瞎眼，这是我们知道的。
约翰福音9:21	　至于他如今怎么能看见，我们却不知道；是谁开了他的眼睛，我们也不知道。他已经是成人了，你们问他吧，他自己必能说。
约翰福音9:22	　他父母说这话是怕犹太人；因为犹太人已经商议定了，若有认耶稣是基督的，要把他赶出会堂。
约翰福音9:23	　因此他父母说：他已经成人了，你们问他吧。
约翰福音9:24	　所以法利赛人第二次叫了那从前瞎眼的人来，对他说：你该将荣耀归给神，我们知道这人是个罪人。
约翰福音9:25	　他说：他是个罪人不是，我不知道；有一件事我知道，从前我是眼瞎的，如今能看见了。
约翰福音9:26	　他们就问他说：他向你做什么？是怎么开了你的眼睛呢？
约翰福音9:27	　他回答说：我方才告诉你们，你们不听，为什么又要听呢？莫非你们也要作他的门徒吗？
约翰福音9:28	　他们就骂他说：你是他的门徒，我们是摩西的门徒。
约翰福音9:29	　神对摩西说话是我们知道的；只是这个人，我们不知道他从哪里来！
约翰福音9:30	　那人回答说：他开了我的眼睛，你们竟不知道他从哪里来，这真是奇怪！
约翰福音9:31	　我们知道神不听罪人，唯有敬奉神、遵行他旨意的，神才听他。
约翰福音9:32	　从创世以来，未曾听见有人把生来是瞎子的眼睛开了。
约翰福音9:33	　这人若不是从神来的，什么也不能做。
约翰福音9:34	　他们回答说：你全然生在罪孽中，还要教导我们吗？于是把他赶出去了。
约翰福音9:35	　耶稣听说他们把他赶出去，后来遇见他，就说：你信神的儿子吗？
约翰福音9:36	　他回答说：主啊，谁是神的儿子，叫我信他呢？
约翰福音9:37	　耶稣说：你已经看见他，现在和你说话的就是他。
约翰福音9:38	　他说：主啊，我信！就拜耶稣。
约翰福音9:39	　耶稣说：我为审判到这世上来，叫不能看见的，可以看见；能看见的，反瞎了眼。
约翰福音9:40	　同他在那里的法利赛人听见这话，就说：难道我们也瞎了眼吗？
约翰福音9:41	　耶稣对他们说：你们若瞎了眼，就没有罪了；但如今你们说，我们能看见，所以你们的罪还在。
约翰福音10:1	　我实实在在地告诉你们，人进羊圈，不从门进去，倒从别处爬进去，那人就是贼，就是强盗。
约翰福音10:2	　从门进去的，才是羊的牧人。
约翰福音10:3	　看门的就给他开门，羊也听他的声音。他按著名叫自己的羊，把羊领出来。
约翰福音10:4	　既放出自己的羊来，就在前头走，羊也跟着他，因为认得他的声音。
约翰福音10:5	　羊不跟着生人；因为不认得他的声音，必要逃跑。
约翰福音10:6	　耶稣将这比喻告诉他们，但他们不明白所说的是什么意思。
约翰福音10:7	　所以耶稣又对他们说：我实实在在地告诉你们，我就是羊的门。
约翰福音10:8	　凡在我以先来的都是贼，是强盗；羊却不听他们。
约翰福音10:9	　我就是门；凡从我进来的，必然得救，并且出入得草吃。
约翰福音10:10	　盗贼来，无非要偷窃、杀害、毁坏；我来了，是要叫羊得生命，并且得的更丰盛。
约翰福音10:11	　我是好牧人；好牧人为羊舍命。
约翰福音10:12	　若是雇工，不是牧人，羊也不是他自己的，他看见狼来，就撇下羊逃走；狼抓住羊，赶散了羊群。
约翰福音10:13	　雇工逃走，因他是雇工，并不顾念羊。
约翰福音10:14	　我是好牧人；我认识我的羊，我的羊也认识我，
